U_AC_1_1,U_DC_1_1,Phase_1_1,U_AC_2_1,U_DC_2_1,Phase_2_1,U_AC_3_1,U_DC_3_1,Phase_3_1,U_AC_4_1,U_DC_4_1,Phase_4_1
2.1751327365156903e-05,2.25264606843473e-05,-0.5500108833085519,4.665242121913335e-06,4.887722319694304e-06,-0.7145403557310367,1.0389354553404807e-06,1.1015737595994443e-06,-0.8925388143537645,2.6632537049873175e-07,2.858720272735943e-07,-1.0450479893760076
