U_AC_1_1,U_DC_1_1,Phase_1_1,U_AC_2_1,U_DC_2_1,Phase_2_1,U_AC_3_1,U_DC_3_1,Phase_3_1,U_AC_4_1,U_DC_4_1,Phase_4_1
6.6725857980163255e-06,6.765869523387094e-06,-0.41509479295045093,8.969752723401074e-07,9.137004811333834e-07,-0.5337762151582721,1.4746177192465933e-07,1.5080253852765771e-07,-0.6513665332260012,2.3624424500064072e-08,2.416933543242442e-08,-0.7811623764771961
