U_AC_1_1,U_DC_1_1,Phase_1_1,U_AC_1_2,U_DC_1_2,Phase_1_2,U_AC_2_1,U_DC_2_1,Phase_2_1,U_AC_2_2,U_DC_2_2,Phase_2_2,U_AC_3_1,U_DC_3_1,Phase_3_1,U_AC_3_2,U_DC_3_2,Phase_3_2,U_AC_4_1,U_DC_4_1,Phase_4_1,U_AC_4_2,U_DC_4_2,Phase_4_2
8.594222135244055e-06,8.740505229182009e-06,-0.4268036252900124,1.280428271324435e-05,1.2933186658486995e-05,-0.3306805227041669,1.3631420302669282e-06,1.3940584542977526e-06,-0.5516757841591722,2.1277210968688164e-06,2.1560130771648996e-06,-0.4279231211549346,2.430091520902315e-07,2.4956761121939084e-07,-0.6748323053780529,3.901964392826595e-07,3.9652085110250144e-07,-0.5232685431599172,4.490730390193328e-08,4.6357511440221654e-08,-0.8074846962664598,7.807777994950261e-08,7.970703002799984e-08,-0.6087530030946315
