U_AC_1_1,U_DC_1_1,Phase_1_1,U_AC_1_2,U_DC_1_2,Phase_1_2,U_AC_1_3,U_DC_1_3,Phase_1_3,U_AC_1_4,U_DC_1_4,Phase_1_4,U_AC_1_5,U_DC_1_5,Phase_1_5,U_AC_1_6,U_DC_1_6,Phase_1_6,U_AC_1_7,U_DC_1_7,Phase_1_7,U_AC_1_8,U_DC_1_8,Phase_1_8,U_AC_2_1,U_DC_2_1,Phase_2_1,U_AC_2_2,U_DC_2_2,Phase_2_2,U_AC_2_3,U_DC_2_3,Phase_2_3,U_AC_2_4,U_DC_2_4,Phase_2_4,U_AC_2_5,U_DC_2_5,Phase_2_5,U_AC_2_6,U_DC_2_6,Phase_2_6,U_AC_2_7,U_DC_2_7,Phase_2_7,U_AC_2_8,U_DC_2_8,Phase_2_8,U_AC_3_1,U_DC_3_1,Phase_3_1,U_AC_3_2,U_DC_3_2,Phase_3_2,U_AC_3_3,U_DC_3_3,Phase_3_3,U_AC_3_4,U_DC_3_4,Phase_3_4,U_AC_3_5,U_DC_3_5,Phase_3_5,U_AC_3_6,U_DC_3_6,Phase_3_6,U_AC_3_7,U_DC_3_7,Phase_3_7,U_AC_3_8,U_DC_3_8,Phase_3_8,U_AC_4_1,U_DC_4_1,Phase_4_1,U_AC_4_2,U_DC_4_2,Phase_4_2,U_AC_4_3,U_DC_4_3,Phase_4_3,U_AC_4_4,U_DC_4_4,Phase_4_4,U_AC_4_5,U_DC_4_5,Phase_4_5,U_AC_4_6,U_DC_4_6,Phase_4_6,U_AC_4_7,U_DC_4_7,Phase_4_7,U_AC_4_8,U_DC_4_8,Phase_4_8
1.0930849734520539e-05,1.1043022598929598e-05,-0.3434988411945315,1.1315013920949348e-05,1.1424945535516031e-05,-0.3365237197333346,1.1092418958757848e-05,1.118787539528714e-05,-0.320788311161965,9.576430635379115e-06,9.647084180343707e-06,-0.30246603410406053,9.298753341577813e-06,9.361433371486587e-06,-0.29195312673938995,8.690071433471405e-06,8.744854256112959e-06,-0.2865458617158745,9.499570949625155e-06,9.556719993729358e-06,-0.2788600225107213,1.0270640779056152e-05,1.0329617237761764e-05,-0.2718147864481769,1.6664854704582356e-06,1.6888678781578645e-06,-0.44315773350895143,1.7176173565560004e-06,1.7397358267510014e-06,-0.43425370546482844,1.7072924064232384e-06,1.7265322892677338e-06,-0.40850863983192026,1.3848786789378673e-06,1.3983639609095763e-06,-0.3880051072401323,1.3631431693723884e-06,1.375207885404274e-06,-0.3713243846954601,1.2560526385798278e-06,1.2663487565046232e-06,-0.36587599039547875,1.350097586981635e-06,1.3607639112347529e-06,-0.35584883457544914,1.5062569355542836e-06,1.5178770436668184e-06,-0.34573163715706084,2.753853399134035e-07,2.8010006608838556e-07,-0.5367088130057412,2.948635159070847e-07,2.9971638006926907e-07,-0.5183317904382568,2.8811379789062445e-07,2.921802424237888e-07,-0.5000842280469696,2.1372661371237807e-07,2.1614730080877733e-07,-0.48217487551321103,1.966948786500748e-07,1.9879510676573035e-07,-0.46388091499370243,1.828593430671193e-07,1.8474042874843118e-07,-0.4529737022924877,2.0842116883443483e-07,2.1037111482129608e-07,-0.4387351540130917,2.2998666631616358e-07,2.3213287264371626e-07,-0.42736296464135315,4.5715567287598385e-08,4.6559699843890906e-08,-0.6521002713388647,5.1304047810432295e-08,5.2253880389990725e-08,-0.6332538598982305,4.536788892535977e-08,4.6125358696310435e-08,-0.6049899245360395,3.6530694051519674e-08,3.705877810211834e-08,-0.5567891155456498,3.362142314761051e-08,3.405602259465491e-08,-0.539531852833855,2.7252794727708706e-08,2.7579793853943852e-08,-0.5478072049146191,3.667810760669229e-08,3.706203276808423e-08,-0.511472126641173,3.9120003098480914e-08,3.9555195893839067e-08,-0.5012572279041758
